"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2008","2008",0.06114,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2011","2011",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2012","2012",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2013","2013",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2014","2014",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2015","2015",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GIN","Guinea","2016","2016",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LBR","Liberia","2007","2007",1.03222,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LBR","Liberia","2012","2012",0.84718,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2000","2000",0.60748,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2001","2001",0.68133,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2003","2003",0.78893,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2004","2004",0.87747,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2006","2006",1.08691,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2011","2011",0.68181,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2012","2012",0.97003,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2013","2013",0.77043,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2014","2014",0.72352,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KEN","Kenya","2015","2015",0.68917,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GNB","Guinea-Bissau","2010","2010",1.86082,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GNB","Guinea-Bissau","2011","2011",1.85786,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GNB","Guinea-Bissau","2012","2012",2.00106,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GNB","Guinea-Bissau","2013","2013",2.13249,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2008","2008",0.54927,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2009","2009",0.61273,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2010","2010",0.69353,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2011","2011",0.87314,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2012","2012",0.7078,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2013","2013",0.62487,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2014","2014",0.78522,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2015","2015",0.78972,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SYC","Seychelles","2002","2002",0.72261,"‡","UIS Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SYC","Seychelles","2003","2003",0.66908,"‡","UIS Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SYC","Seychelles","2006","2006",0.68228,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SYC","Seychelles","2012","2012",0.40507,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SYC","Seychelles","2013","2013",0.81564,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SYC","Seychelles","2014","2014",0.62112,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SYC","Seychelles","2016","2016",0.48108,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","COG","Congo","2002","2002",0.02448,"‡","UIS Estimation"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","COG","Congo","2005","2005",0.05357,"‡","UIS Estimation"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","COG","Congo","2010","2010",0.28395,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2000","2000",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2001","2001",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2002","2002",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2003","2003",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TUN","Tunisia","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LBR","Liberia","2008","2008",3.16142,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LBR","Liberia","2012","2012",2.75756,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LBR","Liberia","2013","2013",2.71968,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LBR","Liberia","2014","2014",3.59106,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LBR","Liberia","2015","2015",4.11078,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LBR","Liberia","2016","2016",4.00885,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2000","2000",0.82123,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2001","2001",0.68776,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2010","2010",1.0548,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2011","2011",1.10585,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2013","2013",1.5358,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2014","2014",1.0429,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2015","2015",1.3578,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2016","2016",1.09723,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZMB","Zambia","2000","2000",0.46114,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZMB","Zambia","2004","2004",0.32768,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZMB","Zambia","2005","2005",0.25146,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BWA","Botswana","2005","2005",3.20687,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BWA","Botswana","2007","2007",2.43827,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BWA","Botswana","2009","2009",1.71681,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2000","2000",0.99948,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2001","2001",1.16394,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2002","2002",1.28818,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2004","2004",1.89711,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2005","2005",1.8724,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2008","2008",2.68959,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2009","2009",3.36638,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2010","2010",3.08516,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2011","2011",2.98093,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2012","2012",2.56094,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BDI","Burundi","2013","2013",2.45992,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ETH","Ethiopia","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ETH","Ethiopia","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ETH","Ethiopia","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ETH","Ethiopia","2012","2012",0.01979,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ETH","Ethiopia","2013","2013",0.01958,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ETH","Ethiopia","2014","2014",0.08937,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ETH","Ethiopia","2015","2015",0.09136,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2000","2000",1.20981,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2006","2006",1.22165,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2007","2007",1.29256,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2008","2008",1.35827,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2009","2009",1.51547,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2010","2010",1.5071,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2011","2011",1.35367,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2012","2012",1.55328,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2013","2013",1.6023,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2014","2014",1.70195,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2015","2015",1.65175,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2007","2007",1.3315,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2008","2008",1.21064,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2009","2009",1.35824,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2010","2010",1.31304,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2011","2011",1.40269,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2012","2012",1.42257,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2013","2013",1.16273,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2014","2014",1.14757,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SLE","Sierra Leone","2016","2016",1.09112,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DZA","Algeria","2008","2008",1.16981,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CMR","Cameroon","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CMR","Cameroon","2005","2005",0.00867,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CMR","Cameroon","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CMR","Cameroon","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TCD","Chad","2004","2004",0.72571,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TCD","Chad","2005","2005",0.77595,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TCD","Chad","2009","2009",1.36951,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TCD","Chad","2010","2010",1.02306,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TCD","Chad","2011","2011",0.91821,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TCD","Chad","2012","2012",1.03028,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","DZA","Algeria","2008","2008",4.33702,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ETH","Ethiopia","2009","2009",1.07582,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ETH","Ethiopia","2010","2010",1.12486,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ETH","Ethiopia","2011","2011",1.40408,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ETH","Ethiopia","2012","2012",1.40855,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ETH","Ethiopia","2013","2013",1.31841,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ETH","Ethiopia","2014","2014",0.7625,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ETH","Ethiopia","2015","2015",0.85941,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2009","2009",0.25277,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2010","2010",0.41827,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2012","2012",1.43678,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2013","2013",1.40594,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2014","2014",1.26757,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ERI","Eritrea","2001","2001",0.56853,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ERI","Eritrea","2002","2002",0.52467,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ERI","Eritrea","2004","2004",1.00444,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GAB","Gabon","2010","2010",1.16487,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GAB","Gabon","2011","2011",1.01845,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GAB","Gabon","2012","2012",1.02135,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GAB","Gabon","2013","2013",1.3741,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GAB","Gabon","2014","2014",1.0087,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GAB","Gabon","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GAB","Gabon","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GAB","Gabon","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GAB","Gabon","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GAB","Gabon","2014","2014",,"n","Magnitude nil or negligible"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","COD","Democratic Republic of the Congo","2010","2010",0.36596,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","COD","Democratic Republic of the Congo","2013","2013",0.45273,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","COD","Democratic Republic of the Congo","2015","2015",0.51669,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","COD","Democratic Republic of the Congo","2010","2010",0.51444,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","COD","Democratic Republic of the Congo","2013","2013",0.29613,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2009","2009",0.13163,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2012","2012",0.38794,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2013","2013",0.43306,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ZWE","Zimbabwe","2014","2014",0.49029,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GAB","Gabon","2010","2010",0.11226,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GAB","Gabon","2011","2011",0.1242,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GAB","Gabon","2012","2012",0.11474,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GAB","Gabon","2013","2013",0.0962,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GAB","Gabon","2014","2014",0.10262,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COD","Democratic Republic of the Congo","2010","2010",0.50837,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COD","Democratic Republic of the Congo","2013","2013",1.27019,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GAB","Gabon","2010","2010",0.91168,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GAB","Gabon","2011","2011",0.88992,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GAB","Gabon","2012","2012",0.81892,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GAB","Gabon","2013","2013",0.76477,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GAB","Gabon","2014","2014",0.77962,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LBR","Liberia","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2010","2010",0.09328,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2011","2011",0.11794,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2012","2012",0.11585,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2013","2013",0.08313,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2010","2010",0.86838,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2011","2011",0.76982,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2012","2012",0.72855,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2013","2013",0.64922,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2012","2012",0.7034,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2013","2013",0.68199,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2014","2014",0.44889,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2010","2010",0.86938,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2011","2011",0.94093,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2012","2012",1.12552,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2013","2013",1.3737,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2012","2012",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2013","2013",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2014","2014",,"a","Category not applicable"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2012","2012",1.34746,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2013","2013",1.60175,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2014","2014",0.84754,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2012","2012",1.02228,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2013","2013",0.49033,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2014","2014",0.35991,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2010","2010",0.01247,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2011","2011",0.01403,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2012","2012",0.01694,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2013","2013",0.01601,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2012","2012",3.26637,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2013","2013",3.16563,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2014","2014",2.0925,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2010","2010",0.01732,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2011","2011",0.01515,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2012","2012",0.0142,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2013","2013",0.01043,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GMB","Gambia","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GMB","Gambia","2014","2014",,"n","Magnitude nil or negligible"
