Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
San Marino,SMR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
San Marino,SMR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sao Tome and Principe,STP,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,30.66219862,31.32100539,32.07166893,32.83322307,33.59073133,34.33966998,35.07401257,35.79116171,36.48354967,37.14518214,38.96764,38.37116229,38.95115086,39.53537378,40.13506528,40.76102122,41.42571332,42.14171848,42.9194336,44.2,44.65582724,45.60992847,43.3,47.67129424,54.8,49.91065555,51.08571897
Sao Tome and Principe,STP,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,42.75796509,43.6918335,44.62519073,45.55548859,46.47967148,47.39467239,48.29743958,49.18491364,50.05402756,50.9017334,52.9,52.53282166,53.32681656,54.11452866,54.90201569,55.69534683,56.50058746,57.3237915,58.16951752,56.9,59.92104721,60.82084274,57.9,62.65348053,68.6,64.51014709,65.44048309
Sao Tome and Principe,STP,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,58.37428284,58.93854904,59.50264359,60.06570816,60.6267128,61.18462372,61.73841095,62.28704453,62.82949448,63.36473083,64.09318,64.41456604,64.93415833,65.45394897,65.97676086,66.50540924,67.04270935,67.59148407,68.15376282,69.8,69.31404114,69.90847015,65.3,71.11695862,75.8,72.33972931,72.95230103
Saudi Arabia,SAU,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100
Saudi Arabia,SAU,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100
Saudi Arabia,SAU,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100
Senegal,SEN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,8.878071361,10.29183671,11.70422244,2.2,14.5095247,15.8935748,17.25855341,6,19.9153667,7.8,89.86000785,23.66595649,9.587436,26.05073472,8,15.8,20.7,30.71930999,31.90521986,26.4,34.30917541,26.6,36.72809844,27.5,32.7,31.8,38.3
Senegal,SEN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,25.13053513,26.65760231,28.18415833,26,31.22503471,32.73323822,34.22920227,32.2,37.17218781,36.2,62.2570631,41.43057632,36.8,44.19868088,36.8,47.1,49.9,49.78073883,51.21966171,53.5,54.15758896,56.5,57.15559769,57,61,60.5,64.5
Senegal,SEN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,50.65818405,52.20804977,53.75774384,58.6,56.85300446,58.39651489,59.93590164,68.9,62.9981842,72.8,25.36423364,67.54004669,74.16916,70.55062866,72.05904388,80.4,83.6,76.6305542,78.17843628,83.4,81.30991364,87.8,84.47709656,87.8,85,86.9,87.7
Serbia,SRB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,99.72968437,99.86259245,99.99177738,100,100,100,100,100,100,100,100,100,100,100,99.97692634,99.58711808,99.75480218,99.68730022,99.61004008,99.56582045,99.50961901,99.58624613,99.65915307,99.7709813,99.41052632,99.96153479,100
Serbia,SRB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,99.27126312,99.36639404,99.46003723,99.55010986,99.6339798,99.70866394,99.77090454,99.81654358,99.84061432,99.84061432,99.84008026,99.81719971,100,99.73330688,99.68743896,99.69072165,99.62382507,99.62101746,99.62101746,99.64244843,99.718398,99.74458313,99.81497192,99.88726807,99.66079793,99.98274231,100
Serbia,SRB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.81999207,98.88520813,98.9499054,99.01341248,99.0748291,99.13314819,99.18734741,99.23640442,99.27939606,99.3157959,99.3459549,99.37132263,99.39419556,99.41728973,99.44339752,99.76456739,99.51576233,99.56691742,99.62995911,99.70474243,99.8663459,99.87278748,99.94088745,99.98098755,99.81656184,99.99971008,100
Seychelles,SYC,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,79.39677962,80.32155001,81.2402602,82.14990489,80.2209665,83.91976859,84.76913041,84.08910382,86.36848838,87.10757958,87.80090995,88.45858909,92.12845158,89.71511826,90.33966095,90.9786586,97.94734927,92.35345894,93.11353002,93.92357182,93.70949913,95.68817305,96.67862992,95.88367726,98.81707771,99.83879587,100
Seychelles,SYC,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,89.54558563,90.01955414,90.49301147,90.96340942,90,91.88279724,92.32566833,92,93.16246033,93.55026245,93.91511536,94.26155853,96.1,94.92346954,95.25106049,95.58448792,99,96.2931366,96.67896271,97.08582306,97,97.95059967,98.40927124,98,99.29888916,99.67832184,100
Seychelles,SYC,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99877167,99.98842621,99.94920349,99.85939026,99.71666718,99.54100037,99.3540802
Sierra Leone,SLE,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,3.273315019,3.312673852,3.343097809,3.361428838,3.362941448,3.34378424,3.299332845,3.225461617,3.117427876,2.970687409,2.78229507,2.558758216,2.306899461,2.034267609,8.844267905,1.504354711,1.163894594,0.87392213,1.4,0.317809151,0.86051888,0.29,,0.7,,,2.5
Sierra Leone,SLE,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,7.0815382,7.520792484,7.959536552,8.39522171,8.824788094,9.245178223,9.653330803,10.04618835,10.42069149,10.77378082,11.10391712,11.41564369,11.71502399,12.00812054,16.8,11.33248552,12.91033745,13.23892975,12.1,13.96218109,11.46217307,14.2,15.17472649,13.5,16.03315544,16.46837616,20.3
Sierra Leone,SLE,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,14.72592926,15.87985325,17.03360558,18.18632698,19.33698654,20.48455429,21.62800026,22.76629257,23.89840126,25.02329445,26.14058495,27.25244522,28.36169243,29.47114372,30.58361435,35.85185185,32.8288765,33.96730042,33.1,36.28368378,34.34035477,35.75,39.83414459,41.4,42.23087311,43.43280792,46.9
Singapore,SGP,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Singapore,SGP,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sint Maarten (Dutch part),SXM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sint Maarten (Dutch part),SXM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovak Republic,SVK,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovak Republic,SVK,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovak Republic,SVK,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovenia,SVN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovenia,SVN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovenia,SVN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Solomon Islands,SLB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,5.1,,,1.953704575,4.574395641,7.208560312,9.864370976,6.5,5.4,18.03195593,11.03,23.68196187,26.56890234,29.49460435,41.3,35.45295124,52.6,41.53603814
Solomon Islands,SLB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.01,0.01,0.01,0.01,0.032361541,0.206765354,0.823471665,1.441138625,15.7,6.568208694,9.101857185,11.62316036,14.13817883,16.65297699,19.17361641,14.4,12.9,26.82971001,21.2,32.03585815,34.66296387,37.30208206,44.7,42.60435486,55.1,47.91914368
Solomon Islands,SLB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,52.51839828,53.17733383,53.83610153,54.49383545,55.14950562,55.80208969,56.45054626,57.093853,57.73097229,55.1,58.98318481,59.60005569,60.21431732,60.82878113,61.44626617,62.06958389,61.2,68.6,64.0019455,71.37,65.35157013,66.04066467,66.73690033,60.4,68.14365387,67.6,69.5578537
Somalia,SOM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,0.01,,,,,,,,,,,,0.5,0.385188014,1.281978323,2.165793986,2.697795071,3.920335149,4.804419474,5.691487238,6.578219541,7.460173376,8.332191293,9.189574316,10.02823633,10.84334807,11.6313767
Somalia,SOM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.01,0.01,0.01,0.024699653,0.136908397,0.525144458,0.950777709,2.487471581,4.002751827,5.495079517,6.968997478,7.4,9.885855675,11.34092236,12.80183125,15.23378582,15.76542854,17.2787323,18.81306267,20.36541748,21.93279076,23.51218033,25.10058212,26.69499207,28.29240417,29.89031792
Somalia,SOM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,0.01,1.462585092,3.697406769,5.931197643,8.162927628,10.39156532,12.61608028,14.83544254,17.04862022,19.25458336,21.4529438,23.64587402,22.2,28.02671051,30.22025108,32.41962814,38.1155303,36.8471489,39.08016205,41.32567215,43.58189392,45.8470459,48.11933899,50.39698792,52.6782074,54.96121216,57.24451828
South Africa,ZAF,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,35.10768813,36.72748202,38.40355147,40.10103328,41.81418936,43.53901056,25.06946344,47.00112175,37.1,50.44342613,52.14602161,48.56953443,63.94879771,57.4,71.48499168,70.68524212,69.33984669,71.7383603,70.56698141,71.68214955,71.21145047,64.1,75.59666598,74.81532826,75.3946888,72.8518332,67.92143513
South Africa,ZAF,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,59.33794022,60.57508087,61.81171036,63.04528427,64.2727356,65.49101257,57.6,67.88779449,64.9,70.21115875,71.33917999,70.2,77.1,78.8,80.9,80.9,80.7,82,81.9,82.7,82.9,84.7,85.3,85.4,86,85.5,84.2
South Africa,ZAF,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,81.67119598,82.10480499,82.53824615,82.97065735,83.40100861,83.82826233,84.25140381,84.66938019,84.2,85.48576355,85.88274384,86.27429199,86.6632309,87.7,87.44452667,87.84252167,88.2491684,88.66728973,89.0989151,89.54304504,89.99789429,91.4,90.93257141,91.40884399,91.88868713,92.37030792,92.85223389
South Sudan,SSD,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007658856,,,,,,,,,0.6,0.7,1.770266397,2.589713908,3.413329987,4.237627197,5.058768381,5.873395885
South Sudan,SSD,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011315047,0.033698916,0.15520826,0.502949536,1.021752357,3,1.5,3.918669462,4.912345409,5.915032864,6.923728466,7.935427666,8.947628021
South Sudan,SSD,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.021844171,0.11761862,0.46833837,0.768026888,2.349430323,3.93666935,5.532559872,7.139918327,8.760793686,16.6,4,13.69126892,15.35142517,17.01693726,18.6860218,20.35689163,22.0280571
Spain,ESP,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spain,ESP,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spain,ESP,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sri Lanka,LKA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,46.90351242,48.80674101,50.70867464,52.60676957,54.49786386,56.37772978,58.24320722,60.09078897,61.91725653,63.71847973,65.49300263,62,78.3,70.71423271,72.44302923,74.17739903,75.9241389,78.5,79.48037344,81.29317739,84.1,86.15,86.83477197,88.8,90.62349617,92.58596244,94.59296018
Sri Lanka,LKA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,52.93764114,54.63951111,56.34087372,58.03917313,59.73135757,61.41436386,63.0851326,64.74060822,66.37773132,67.99343109,69.58618927,63.6,80.7,74.27824402,75.8337326,77.39506531,78.9683075,80,82.17324829,83.80799866,85.3,87.76,88.80839539,90.2,92.19206238,93.88990021,95.58823395
Sri Lanka,LKA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,79.40447998,80.24516296,81.08567047,81.92515564,82.76257324,83.59689331,84.42710114,85.25215149,86.0710144,86.88266754,87.68671417,85.3,91.3,90.07754517,90.87677765,91.68183899,92.49555206,95.3,94.15943909,95.01063538,95.6,96.83,97.62136841,98,99.18553925,99.68956757,100
St. Helena,SHN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,SHN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,SHN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,82.08206385,82.95644771,83.83973954,84.71404608,85.57589111,86.42063966,87.24518043,88.04449677,88.81555878,89.55406897,90.25752858,90.9870257,91.58490455,92.22290943,92.85499956,93.48919251,94.13370969,94.79690792,95.48527536,96.19726377,96.92952497,97.69216595,98.44007115,99.12530839,99.63425392,99.90218378,100
St. Kitts and Nevis,KNA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,87.54239655,88.12861633,88.71432495,89.29698181,89.87351227,90.44087219,90.99599457,91.53582001,92.05728912,92.55734253,93.03444672,93.53,93.93949127,94.37955475,94.81939697,95.26508331,95.72267914,96.19823456,96.69631195,97.21542358,97.75255585,98.31338501,98.86421204,99.36647797,99.73669434,99.93001556,100
St. Kitts and Nevis,KNA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,97.85953522,97.95935822,98.05819702,98.15608215,98.2518692,98.34455872,98.43313599,98.51655579,98.59392548,98.66470337,98.72924805,98.78898621,98.84622955,98.90369415,98.96417999,99.03048706,99.1053009,99.19082642,99.28823853,99.39739227,99.51712036,99.64472961,99.7720108,99.88150024,99.95478058,99.98902893,100
St. Lucia,LCA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,78.6484145,79.46244303,80.37523779,81.27844237,82.16859572,83.04152166,83.89376394,84.72156155,85.52117626,86.2891167,87.02359354,86.68,88.51505497,89.25173242,89.96117743,90.65231836,91.33430326,92.01560007,92.70278064,93.39527609,94.04511731,94.78665148,95.64586357,96.21658708,96.94348125,97.67428401,98.40649221
St. Lucia,LCA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,83.72320557,84.32457733,84.92544556,85.52325439,86.11493683,86.69744873,87.26772308,87.8227005,88.35932922,88.87454224,89.3667984,89.9,90.30214691,90.75736237,91.2123642,91.67320251,92.14594269,92.63665771,93.14989471,93.6841507,94.2,94.80374146,95.34342258,95.9713974,96.56573486,97.16307831,97.76091766
St. Lucia,LCA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,95.93956757,95.90409851,95.86845398,95.83177948,95.79304504,95.7512207,95.70527649,95.65416718,95.59688568,95.53238678,95.46028137,95.9,95.30259705,95.22265625,95.14572906,95.074646,95.01220703,94.96123505,94.92378235,94.89883423,94.88459015,94.87928009,94.11764706,94.88829041,94.89904785,94.91159058,94.92443085
St. Martin (French part),MAF,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,41.97810364,43.19311142,44.40760803,45.61904907,46.82437134,48.02051544,49.204422,50.37303543,51.52329254,52.65213394,53.75802612,54.84550858,55.92064285,56.98949432,58.05812454,59.13259506,60.21897507,61.32331848,62.45018768,63.59807968,64.35,65.94493866,67.13788605,68.33985138,69.54782867,70.75880432,71.97028351
St. Martin (French part),MAF,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,69.96910095,70.7351532,71.50102997,72.26587677,73.02866364,73.78835297,74.54393005,75.29434204,76.03858185,76.77559662,77.50501251,78.22900391,78.95037079,79.67195129,80.39654541,81.12697601,81.86605835,82.6166153,83.3806839,84.15724945,84.59,85.74073029,86.54408264,87.35279083,88.16506195,88.97912598,89.79348755
St. Vincent and the Grenadines,VCT,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,56.38427558,56.96197419,59.99679346,61.85661545,63.7215171,65.58739392,67.44926587,69.30379042,71.14531587,72.96900631,74.77238734,78.87,78.34689573,80.13517989,81.93630534,83.75912717,85.61292116,86.25,89.44947826,91.43840721,93.47041766,95.54197074,97.6494909,99.78915771,100,100,100
St. Vincent and the Grenadines,VCT,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,66.05391693,66.8,68.92166901,70.35223389,71.77667999,73.19194794,74.59497833,75.98271179,77.35209656,78.70005798,80.02507782,82.41,82.62593842,83.91390991,85.20166779,86.49526215,87.80076599,88.79,90.47022247,91.83724213,93.22228241,94.62234497,96.03442383,97.455513,98.59864807,99.45506287,100
St. Vincent and the Grenadines,VCT,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,79.73568726,80.41426849,81.09268188,81.77005768,82.44538116,83.11760712,83.7857132,84.4486618,85.1054306,85.75498199,86.39693451,86.67,87.66736603,88.30147552,88.93860626,89.58156586,90.23318481,91.23,91.57287598,92.26197052,92.96178436,93.6705246,94.38640594,95.10765076,95.8324585,96.55905151,97.28594971
Sudan,SDN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,13.2,11.36534266,11.0448532,10.88816669,11.48464688,12.068807,12.63816389,13.18710853,13.71235233,14.21058803,2.247627726,15.12142102,15.54800252,15.96550062,16.38153059,16.80372222,17.23973224,17.69722191,18.18199647,15,19.18430622,19.69499114,20.20696162,20.71747981,31.7,21.71871119,22.20295376
Sudan,SDN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,32.8,27.0560112,27.57832146,28.09757042,28.61070251,29.11465645,29.60637474,30.082798,30.54086494,30.97751999,23,31.78651237,32.16945648,32.54611969,32.92256165,33.3048439,33.69903183,34.11118698,34.54586411,29,35.47529984,35.96404648,36.46480942,36.97458649,44.9,38.00915527,38.52844238
Sudan,SDN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,66.1,63.94800949,64.20200348,64.45496368,64.70586395,64.95367432,65.19735718,65.4358902,65.66824341,65.89337921,66.11090851,66.32300568,66.53249359,66.7421875,66.95489502,67.17344666,67.4006424,67.63930511,67.89148712,58,68.43156433,68.71588898,69.00734711,69.3041687,76.3,69.90673828,70.20921326
Suriname,SUR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,99.01151822,99,95.75791202,94.01199884,92.22725465,90.41628442,88.5913906,86.8061791,80.39102933,83.32987298,81.65736216,80.02854197,86.69345308,76.88183433,75.35245409,73.84502262,72.34485267,70.84483825,69.33803247
Suriname,SUR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,99.99056244,99.92409515,99.71331787,99.30543518,98.74053955,99.62406,97.44142914,96.74906921,96.04437256,95.33338928,94.62218475,93.91681671,91.01983989,92.54787445,91.89490509,91.26296234,91.19751586,90.05014801,89.46326447,88.88539124,88.31352997,87.74467468,87.17631531
Suriname,SUR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.64357758,99.52084351,99.39794159,99.27400208,99.14800262,99.01891327,98.88569641,98.74732971,98.6027832,99.62406,98.29164886,98.12684631,97.95943451,97.7922287,97.62804413,97.46968842,95.63264287,97.18175507,97.05703735,96.94481659,97.197733,96.75073242,96.66529846,96.58522034,96.50871277,96.43399048,96.35956573
Swaziland,SWZ,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,1.695577941,4.685662998,7.724506269,10.73403232,13.71192323,19.24323348,19.59721058,22.51836539,25.43550675,28.35432832,21.7,34.22731337,37.18839408,40.16378623,34.97146481,46.14943834,49.15348887,52.16182593,54,58.17949558,61.18409774
Swaziland,SWZ,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.423998952,1.448824644,3.002629757,5.792140007,8.572473526,11.3405695,14.09337044,16.82781792,19.54084969,22.23093033,26.9,27.56192398,30.21496391,32.86778259,35.52644348,35.2,40.88554764,43.59660339,46.32868576,45.55233761,51.84391785,54.62106323,57.40721512,65,62.99454498,65.79020691
Swaziland,SWZ,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,31.70173836,33.67039108,35.63887405,37.60632324,39.57171631,41.53401184,43.4921875,45.4452095,47.39204788,49.33167267,51.26369095,53.19028091,55.11426163,57.0384407,58.96564102,60.89867783,63.4,64.79351807,66.76019287,68.73936462,65.41666667,72.72805786,74.73400879,76.74532318,84,80.7768631,82.79383087
Sweden,SWE,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sweden,SWE,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sweden,SWE,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland,CHE,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland,CHE,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland,CHE,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Syrian Arab Republic,SYR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,64.62170294,65.96069026,67.30825352,68.66028297,70.01121824,71.28942168,72.54470305,73.79078937,75.02126529,76.23113768,77.41553287,78.58334542,73.6,80.90552187,82.08106741,83.29076495,99.18042666,85.95176259,87.46189896,89.07850759,83.52999608,92.53651649,94.35684809,96.19812307,97.8726225,99.14160304,100
Syrian Arab Republic,SYR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,80.54584503,81.38981628,82.233284,83.07369232,83.90798187,84.73309326,85.5459671,86.34354401,87.12277222,87.88058472,88.61544037,89.33189392,86.6,90.73381042,91.43141174,92.13484955,99.5057574,93.58350372,94.33934021,95.11620331,92.7,96.72099304,97.54291534,98.35968018,99.09065247,99.63652039,100
Syrian Arab Republic,SYR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,97.16577911,97.3596344,97.55331421,97.74596405,97.93655396,98.12095642,98.30355072,98.48101044,98.65240479,98.81721497,98.97579193,99.12956238,99.5,99.4323349,99.58550262,99.73477936,99.75750793,99.94750977,99.98728943,99.99855804,100,100,100,100,100,100,100
"Taiwan, China",TWN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",TWN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",TWN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,95.40686815,95.72938045,96.04678075,96.35575893,96.6527878,96.93411594,97.19630907,97.41682164,97.62771945,96.05142205,98.02631579,98.08614348,98.76797923,99,98.39135923,99.1,98.61058671,98.74518733,98.90205001,98.68160804,99.28920488,99.51364601,98.8,99.88773707,99.9705473,99.99638422,100
Tajikistan,TJK,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,96.6034317,96.82150269,97.0390625,97.25356293,97.46195221,97.6611557,97.84812164,98.00605774,98.15739441,97,98.46774194,98.49528503,99,100,98.73070526,99.3,98.90644836,99.01660919,99.14608002,99,99.46128082,99.63639069,99.1,99.91744995,99.97840881,99.9973526,100
